Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-04 4:48:00,4:48:00,CNR5075935226,Driver Not Found,CID310944,Prime SUV,Majestic,Sahakar Nagar,,,,,,,2695,,0,,,#NAME?
2024-07-27 18:48:00,18:48:00,CNR9114796293,Success,CID377604,Prime SUV,Jayanagar,Shivajinagar,308.0,120.0,,,No,,472,Cash,16,3.2,3.7,#NAME?
2024-07-28 6:28:00,6:28:00,CNR1336073950,Success,CID663645,Prime Plus,Marathahalli,Richmond Town,287.0,115.0,,,No,,657,UPI,41,4.2,4.8,#NAME?
2024-07-18 6:24:00,6:24:00,CNR9890176683,Success,CID550893,eBike,Kadugodi,Whitefield,203.0,90.0,,,No,,747,UPI,16,3.8,4.8,#NAME?
2024-07-11 22:34:00,22:34:00,CNR9246105731,Success,CID411471,Prime Sedan,Magadi Road,Langford Town,210.0,90.0,,,No,,114,UPI,36,4.1,4.7,#NAME?
2024-07-18 15:08:00,15:08:00,CNR1263936541,Success,CID206428,Auto,Yeshwanthpur,Rajajinagar,189.0,75.0,,,No,,137,UPI,1,4.7,3.7,#NAME?
2024-07-20 8:57:00,8:57:00,CNR7582255360,Success,CID238250,Bike,Ulsoor,Kadugodi,280.0,25.0,,,Yes,Vehicle Breakdown,202,Cash,28,3.1,3.4,#NAME?
2024-07-26 1:04:00,1:04:00,CNR8874870004,Success,CID762012,Auto,Bellandur,Koramangala,259.0,135.0,,,No,,771,Cash,16,4.6,4.7,#NAME?
2024-07-26 22:38:00,22:38:00,CNR2087486954,Success,CID239020,eBike,Chamarajpet,Kengeri,231.0,90.0,,,No,,849,Cash,37,3.8,3.0,#NAME?
2024-07-03 17:37:00,17:37:00,CNR8745813955,Canceled by Driver,CID101380,Prime SUV,Vijayanagar,Padmanabhanagar,,,,Customer was coughing/sick,,,849,,0,,,#NAME?
2024-07-07 4:08:00,4:08:00,CNR7237276647,Success,CID123698,Mini,KR Puram,Varthur,35.0,140.0,,,No,,402,UPI,45,4.5,5.0,#NAME?
2024-07-25 18:13:00,18:13:00,CNR3538574363,Success,CID368004,Prime SUV,Hennur,Cox Town,203.0,90.0,,,No,,269,Cash,40,3.2,4.2,#NAME?
2024-07-15 6:26:00,6:26:00,CNR4923629923,Canceled by Driver,CID176320,Auto,Jayanagar,Langford Town,,,,More than permitted people in there,,,296,,0,,,#NAME?
2024-07-21 13:49:00,13:49:00,CNR5060999775,Success,CID982967,Auto,Chickpet,Shivajinagar,217.0,145.0,,,No,,397,Cash,18,3.5,4.6,#NAME?
2024-07-30 18:52:00,18:52:00,CNR4550726008,Driver Not Found,CID586918,Prime Sedan,Langford Town,Chamarajpet,,,,,,,391,,0,,,#NAME?
2024-07-12 8:54:00,8:54:00,CNR6155120699,Success,CID865431,Prime SUV,Tumkur Road,Devanahalli,196.0,110.0,,,No,,347,Cash,9,4.9,3.8,#NAME?
2024-07-14 14:20:00,14:20:00,CNR8595494218,Success,CID688235,Auto,Hosur Road,Rajajinagar,154.0,100.0,,,No,,290,UPI,17,3.3,4.1,#NAME?
2024-07-05 7:28:00,7:28:00,CNR6147414992,Success,CID234124,Prime Plus,Sahakar Nagar,Electronic City,217.0,55.0,,,No,,478,UPI,4,4.3,4.0,#NAME?
2024-07-24 23:08:00,23:08:00,CNR3929678886,Success,CID797298,eBike,Hennur,KR Puram,105.0,75.0,,,No,,264,Cash,27,3.2,3.6,#NAME?
2024-07-03 9:20:00,9:20:00,CNR1780998824,Success,CID410087,Prime Plus,Frazer Town,Ramamurthy Nagar,196.0,95.0,,,No,,324,Cash,49,4.8,3.3,#NAME?
2024-07-15 16:41:00,16:41:00,CNR7710804440,Driver Not Found,CID820541,Prime Sedan,RT Nagar,Bannerghatta Road,,,,,,,438,,0,,,#NAME?
2024-07-06 11:54:00,11:54:00,CNR8105903458,Success,CID930699,Prime SUV,Bellandur,Kengeri,287.0,65.0,,,No,,285,Cash,8,4.2,4.8,#NAME?
2024-07-07 17:26:00,17:26:00,CNR4672172755,Success,CID129124,Prime Sedan,Banashankari,Whitefield,217.0,135.0,,,No,,493,UPI,5,4.3,4.2,#NAME?
2024-07-30 16:48:00,16:48:00,CNR5272594548,Canceled by Driver,CID627109,Prime Plus,KR Puram,Marathahalli,,,,Customer was coughing/sick,,,470,,0,,,#NAME?
2024-07-04 21:47:00,21:47:00,CNR8535011317,Success,CID520411,Bike,Nagarbhavi,Bannerghatta Road,210.0,90.0,,,Yes,Customer Demand,155,UPI,27,4.5,3.2,#NAME?
2024-07-01 6:01:00,6:01:00,CNR6548861474,Success,CID523299,Bike,Varthur,Magadi Road,280.0,60.0,,,No,,139,Cash,31,3.7,3.6,#NAME?
2024-07-17 17:43:00,17:43:00,CNR3096920957,Success,CID738485,Auto,Devanahalli,Indiranagar,280.0,25.0,,,No,,2851,UPI,2,3.8,3.4,#NAME?
2024-07-24 23:02:00,23:02:00,CNR6844255970,Canceled by Customer,CID476455,eBike,Ramamurthy Nagar,Tumkur Road,,,Wrong Address,,,,2638,,0,,,#NAME?
2024-07-24 11:37:00,11:37:00,CNR5106611023,Success,CID459050,Prime Sedan,MG Road,Hosur Road,147.0,95.0,,,Yes,Other Issue,426,UPI,15,3.9,3.9,#NAME?
2024-07-08 17:54:00,17:54:00,CNR4676885596,Success,CID586363,Mini,Hebbal,Marathahalli,196.0,105.0,,,No,,579,Cash,20,3.5,3.6,#NAME?
2024-07-02 13:37:00,13:37:00,CNR8282607088,Success,CID421931,Mini,Jayanagar,Yeshwanthpur,175.0,145.0,,,No,,358,Cash,42,4.1,4.6,#NAME?
2024-07-21 12:00:00,12:00:00,CNR7249326192,Success,CID719773,Bike,Majestic,Rajarajeshwari Nagar,105.0,110.0,,,No,,165,UPI,37,3.7,4.5,#NAME?
2024-07-16 22:06:00,22:06:00,CNR5961372525,Driver Not Found,CID339674,Auto,Peenya,Richmond Town,,,,,,,2684,,0,,,#NAME?
2024-07-28 1:39:00,1:39:00,CNR5743469846,Success,CID947691,Prime Sedan,Nagarbhavi,Ramamurthy Nagar,301.0,125.0,,,No,,145,Credit Card,3,3.6,3.2,#NAME?
2024-07-15 6:16:00,6:16:00,CNR7807535423,Success,CID912142,Prime Plus,Basavanagudi,RT Nagar,70.0,75.0,,,No,,336,UPI,13,3.9,3.4,#NAME?
2024-07-20 9:29:00,9:29:00,CNR7127343811,Success,CID440642,Prime SUV,Hulimavu,Sarjapur Road,42.0,40.0,,,Yes,Vehicle Breakdown,589,Cash,10,4.0,4.5,#NAME?
2024-07-28 9:41:00,9:41:00,CNR8143996976,Success,CID263485,Prime Plus,Hulimavu,Richmond Town,70.0,125.0,,,No,,184,UPI,19,3.9,4.2,#NAME?
2024-07-22 7:49:00,7:49:00,CNR8265796055,Success,CID667686,eBike,Chickpet,Whitefield,245.0,60.0,,,No,,250,UPI,3,5.0,4.8,#NAME?
2024-07-21 1:56:00,1:56:00,CNR2731832411,Success,CID838782,Prime SUV,Cox Town,Ramamurthy Nagar,266.0,80.0,,,No,,342,Cash,33,4.0,3.7,#NAME?
2024-07-01 12:46:00,12:46:00,CNR5893227620,Success,CID724717,Mini,Electronic City,Padmanabhanagar,70.0,140.0,,,No,,665,Cash,24,3.9,3.3,#NAME?
2024-07-14 10:12:00,10:12:00,CNR2900227014,Success,CID843412,Mini,Mysore Road,Banashankari,203.0,115.0,,,No,,217,Cash,6,4.4,4.4,#NAME?
2024-07-24 23:31:00,23:31:00,CNR4369876269,Success,CID654749,Prime Sedan,Frazer Town,Bannerghatta Road,63.0,140.0,,,No,,358,Credit Card,36,4.6,3.2,#NAME?
2024-07-17 2:34:00,2:34:00,CNR6315774432,Success,CID778590,eBike,Hennur,Kengeri,133.0,60.0,,,Yes,Other Issue,206,Cash,17,3.5,4.5,#NAME?
2024-07-16 1:35:00,1:35:00,CNR6359719407,Canceled by Customer,CID132002,Auto,Kammanahalli,Peenya,,,Driver is not moving towards pickup location,,,,336,,0,,,#NAME?
2024-07-12 17:46:00,17:46:00,CNR9415043355,Success,CID955162,Prime Sedan,Padmanabhanagar,Bellandur,63.0,140.0,,,No,,474,UPI,10,4.2,4.5,#NAME?
2024-07-26 14:13:00,14:13:00,CNR7333194442,Success,CID563302,Mini,Indiranagar,JP Nagar,217.0,50.0,,,Yes,Other Issue,360,UPI,39,5.0,4.3,#NAME?
2024-07-05 13:55:00,13:55:00,CNR5730003067,Success,CID180372,Bike,Sahakar Nagar,Shantinagar,294.0,55.0,,,No,,157,UPI,27,3.6,3.4,#NAME?
2024-07-26 8:46:00,8:46:00,CNR7722077781,Canceled by Driver,CID390559,Prime Sedan,Ulsoor,Nagarbhavi,,,,Personal & Car related issue,,,644,,0,,,#NAME?
2024-07-09 17:21:00,17:21:00,CNR8202988828,Success,CID880766,Prime Plus,Indiranagar,Kadugodi,140.0,55.0,,,No,,379,UPI,36,4.5,3.6,#NAME?
2024-07-08 15:05:00,15:05:00,CNR2038802889,Success,CID888203,Prime SUV,Ramamurthy Nagar,Ulsoor,91.0,80.0,,,No,,451,Cash,8,3.9,4.7,#NAME?
2024-07-09 1:28:00,1:28:00,CNR2100101481,Canceled by Customer,CID479845,Mini,Rajarajeshwari Nagar,Marathahalli,,,Driver is not moving towards pickup location,,,,2681,,0,,,#NAME?
2024-07-10 6:15:00,6:15:00,CNR1407287806,Canceled by Driver,CID963222,eBike,Langford Town,Sahakar Nagar,,,,Customer related issue,,,577,,0,,,#NAME?
2024-07-16 18:03:00,18:03:00,CNR5232169923,Canceled by Driver,CID656452,Prime SUV,JP Nagar,Magadi Road,,,,Customer was coughing/sick,,,150,,0,,,#NAME?
2024-07-23 10:36:00,10:36:00,CNR2926147753,Canceled by Driver,CID297119,Prime Sedan,Bellandur,Hosur Road,,,,More than permitted people in there,,,260,,0,,,#NAME?
2024-07-28 4:45:00,4:45:00,CNR8926994709,Success,CID335950,Bike,Ulsoor,Koramangala,175.0,100.0,,,No,,830,Cash,17,3.1,3.4,#NAME?
2024-07-18 14:29:00,14:29:00,CNR2362099931,Success,CID233154,Prime Plus,Kengeri,Marathahalli,259.0,130.0,,,No,,218,Cash,47,3.5,4.1,#NAME?
2024-07-01 20:14:00,20:14:00,CNR8825504314,Success,CID947173,Bike,Hebbal,Malleshwaram,112.0,140.0,,,No,,180,UPI,21,4.6,4.8,#NAME?
2024-07-16 18:34:00,18:34:00,CNR3690929103,Success,CID545970,Prime SUV,Bellandur,Mysore Road,91.0,105.0,,,No,,100,UPI,43,3.3,3.7,#NAME?
2024-07-26 15:04:00,15:04:00,CNR5273898512,Success,CID888630,Prime Plus,KR Puram,HSR Layout,273.0,130.0,,,No,,375,Cash,37,3.6,3.0,#NAME?
2024-07-03 5:16:00,5:16:00,CNR9724333556,Success,CID203481,eBike,Hebbal,Kengeri,168.0,60.0,,,No,,939,Cash,43,4.3,3.3,#NAME?
2024-07-12 11:52:00,11:52:00,CNR7566830663,Success,CID293107,Prime Sedan,Yeshwanthpur,Whitefield,287.0,115.0,,,No,,207,Cash,10,4.7,3.2,#NAME?
2024-07-20 21:07:00,21:07:00,CNR7822711041,Success,CID457076,Prime SUV,Rajarajeshwari Nagar,Hulimavu,196.0,115.0,,,No,,959,Cash,20,3.6,3.7,#NAME?
2024-07-06 21:53:00,21:53:00,CNR5652451203,Driver Not Found,CID429255,Prime SUV,HSR Layout,Varthur,,,,,,,434,,0,,,#NAME?
2024-07-29 10:30:00,10:30:00,CNR2458194211,Canceled by Driver,CID761556,Auto,Ramamurthy Nagar,Yeshwanthpur,,,,Customer was coughing/sick,,,1181,,0,,,#NAME?
2024-07-12 21:53:00,21:53:00,CNR9573102534,Canceled by Driver,CID555170,Prime Plus,Peenya,Yelahanka,,,,Customer related issue,,,450,,0,,,#NAME?
2024-07-15 1:37:00,1:37:00,CNR2671538988,Success,CID990226,eBike,Banashankari,Richmond Town,168.0,85.0,,,No,,333,Cash,6,3.8,4.6,#NAME?
2024-07-04 5:17:00,5:17:00,CNR1930983760,Success,CID489167,Prime Sedan,KR Puram,Devanahalli,301.0,110.0,,,No,,130,UPI,9,4.9,3.3,#NAME?
2024-07-29 9:05:00,9:05:00,CNR1576690644,Success,CID770225,Auto,Indiranagar,Langford Town,161.0,80.0,,,No,,144,Cash,10,4.1,3.5,#NAME?
2024-07-08 8:50:00,8:50:00,CNR6687046527,Success,CID484756,Auto,Nagarbhavi,Magadi Road,147.0,50.0,,,No,,961,UPI,2,4.3,3.8,#NAME?
2024-07-03 22:38:00,22:38:00,CNR5214223947,Canceled by Customer,CID288996,Prime Sedan,Majestic,Malleshwaram,,,Driver asked to cancel,,,,604,,0,,,#NAME?
2024-07-26 9:06:00,9:06:00,CNR3696598594,Success,CID422381,Auto,Majestic,Kadugodi,91.0,85.0,,,No,,342,UPI,1,4.3,3.9,#NAME?
2024-07-02 0:23:00,0:23:00,CNR8589920790,Canceled by Customer,CID488426,Mini,Malleshwaram,Kammanahalli,,,Driver is not moving towards pickup location,,,,409,,0,,,#NAME?
2024-07-24 21:00:00,21:00:00,CNR3050266121,Success,CID254802,Prime Sedan,Marathahalli,Kengeri,105.0,25.0,,,No,,489,UPI,12,4.7,4.2,#NAME?
2024-07-02 22:06:00,22:06:00,CNR8248650136,Canceled by Driver,CID831076,Auto,Kammanahalli,JP Nagar,,,,Personal & Car related issue,,,929,,0,,,#NAME?
2024-07-21 19:09:00,19:09:00,CNR8277565872,Success,CID243551,Mini,BTM Layout,Basavanagudi,133.0,45.0,,,No,,346,Cash,22,4.2,3.3,#NAME?
2024-07-23 23:25:00,23:25:00,CNR8229656349,Success,CID350287,Mini,Rajajinagar,Kengeri,259.0,120.0,,,No,,793,Credit Card,9,3.6,3.8,#NAME?
2024-07-24 11:37:00,11:37:00,CNR2972442433,Success,CID970989,Prime Sedan,Rajajinagar,Basavanagudi,224.0,65.0,,,No,,469,UPI,28,4.3,3.5,#NAME?
2024-07-03 6:23:00,6:23:00,CNR7109314308,Success,CID452595,eBike,Rajarajeshwari Nagar,Chickpet,161.0,95.0,,,No,,233,UPI,40,3.7,4.1,#NAME?
2024-07-20 1:43:00,1:43:00,CNR9633582377,Canceled by Driver,CID798617,Prime Plus,JP Nagar,Sarjapur Road,,,,Customer was coughing/sick,,,401,,0,,,#NAME?
2024-07-13 20:30:00,20:30:00,CNR7314215778,Success,CID460519,Auto,Malleshwaram,Electronic City,175.0,55.0,,,No,,207,UPI,4,4.8,5.0,#NAME?
2024-07-25 10:37:00,10:37:00,CNR8070363718,Canceled by Driver,CID676697,Prime Sedan,Frazer Town,Indiranagar,,,,Customer was coughing/sick,,,351,,0,,,#NAME?
2024-07-18 4:11:00,4:11:00,CNR7643459345,Success,CID709679,Bike,Ulsoor,KR Puram,140.0,45.0,,,No,,402,Cash,2,4.9,3.1,#NAME?
2024-07-30 13:41:00,13:41:00,CNR5920793060,Success,CID374655,Prime Plus,Hennur,KR Puram,175.0,50.0,,,No,,624,UPI,38,3.4,4.7,#NAME?
2024-07-29 23:29:00,23:29:00,CNR3558335067,Canceled by Driver,CID994763,Mini,RT Nagar,Electronic City,,,,Customer related issue,,,945,,0,,,#NAME?
2024-07-02 19:37:00,19:37:00,CNR5902195430,Success,CID485857,Prime Sedan,Shantinagar,Hosur Road,56.0,135.0,,,No,,295,UPI,28,3.3,3.8,#NAME?
2024-07-26 8:41:00,8:41:00,CNR6938164723,Canceled by Customer,CID616438,Auto,RT Nagar,Chickpet,,,Driver is not moving towards pickup location,,,,718,,0,,,#NAME?
2024-07-23 20:37:00,20:37:00,CNR3989026336,Canceled by Driver,CID739527,Auto,Marathahalli,MG Road,,,,Personal & Car related issue,,,963,,0,,,#NAME?
2024-07-23 8:20:00,8:20:00,CNR7947752424,Canceled by Driver,CID312192,Bike,Rajajinagar,Ramamurthy Nagar,,,,Personal & Car related issue,,,1869,,0,,,#NAME?
2024-07-27 19:59:00,19:59:00,CNR5515574345,Success,CID646862,Prime SUV,Cox Town,HSR Layout,70.0,40.0,,,No,,918,UPI,9,4.4,3.5,#NAME?
2024-07-25 14:15:00,14:15:00,CNR5193789377,Success,CID554587,Auto,Majestic,Majestic,35.0,60.0,,,No,,134,UPI,16,4.9,4.4,#NAME?
2024-07-05 4:32:00,4:32:00,CNR6987923530,Success,CID701686,Prime Plus,Chickpet,Bellandur,56.0,125.0,,,No,,345,UPI,21,3.6,3.6,#NAME?
2024-07-07 12:18:00,12:18:00,CNR1447068216,Success,CID670988,Prime Plus,Chamarajpet,Hennur,231.0,140.0,,,No,,924,UPI,30,4.8,3.6,#NAME?
2024-07-23 7:32:00,7:32:00,CNR2862815650,Success,CID149705,eBike,Nagarbhavi,Sarjapur Road,49.0,35.0,,,No,,373,Cash,11,4.7,4.7,#NAME?
2024-07-05 10:04:00,10:04:00,CNR7792061159,Success,CID171490,Mini,Varthur,Nagarbhavi,91.0,65.0,,,No,,375,Cash,29,4.0,4.4,#NAME?
2024-07-25 2:26:00,2:26:00,CNR9039416911,Success,CID491409,Mini,Rajarajeshwari Nagar,Hennur,56.0,45.0,,,No,,268,Cash,7,4.5,3.6,#NAME?
2024-07-22 16:33:00,16:33:00,CNR5793649611,Success,CID282183,Auto,Hosur Road,JP Nagar,91.0,65.0,,,No,,519,Cash,2,3.5,4.3,#NAME?
2024-07-13 4:51:00,4:51:00,CNR6854201913,Success,CID467155,Bike,Majestic,Langford Town,126.0,60.0,,,No,,141,Cash,12,3.6,3.8,#NAME?
2024-07-08 22:46:00,22:46:00,CNR7087492547,Success,CID951895,Bike,RT Nagar,JP Nagar,308.0,85.0,,,No,,186,UPI,38,4.1,3.8,#NAME?
2024-07-03 7:49:00,7:49:00,CNR4143470815,Success,CID111601,Prime Sedan,Langford Town,Langford Town,301.0,140.0,,,No,,982,Cash,16,4.3,4.7,#NAME?
2024-07-12 2:23:00,2:23:00,CNR8792365083,Canceled by Driver,CID462303,Prime Plus,Shivajinagar,JP Nagar,,,,Personal & Car related issue,,,218,,0,,,#NAME?
2024-07-13 3:11:00,3:11:00,CNR4160637846,Success,CID955988,Mini,Shantinagar,Magadi Road,98.0,30.0,,,No,,803,Cash,14,3.5,4.8,#NAME?
2024-07-05 12:00:00,12:00:00,CNR4730462346,Success,CID715681,Prime Sedan,Hebbal,Jayanagar,168.0,45.0,,,No,,389,Credit Card,46,3.1,3.8,#NAME?
2024-07-20 5:31:00,5:31:00,CNR3717381634,Canceled by Driver,CID384320,eBike,Nagarbhavi,RT Nagar,,,,More than permitted people in there,,,135,,0,,,#NAME?
2024-07-12 18:01:00,18:01:00,CNR3417502965,Success,CID424602,eBike,Sarjapur Road,Bannerghatta Road,147.0,35.0,,,No,,432,UPI,5,4.9,4.3,#NAME?
2024-07-22 23:16:00,23:16:00,CNR3600939753,Success,CID882123,Bike,Devanahalli,Yeshwanthpur,294.0,45.0,,,No,,424,Cash,14,4.4,4.2,#NAME?
2024-07-18 21:49:00,21:49:00,CNR5181746297,Canceled by Customer,CID305943,Mini,Chamarajpet,BTM Layout,,,Driver is not moving towards pickup location,,,,1866,,0,,,#NAME?
2024-07-09 3:32:00,3:32:00,CNR6672329764,Success,CID695232,Prime SUV,Kengeri,Majestic,70.0,55.0,,,No,,2981,Cash,14,3.0,4.7,#NAME?
2024-07-08 13:42:00,13:42:00,CNR8934509053,Success,CID998400,Bike,Hosur Road,Malleshwaram,189.0,110.0,,,No,,719,Cash,27,3.9,3.7,#NAME?
2024-07-13 10:27:00,10:27:00,CNR7734309821,Canceled by Customer,CID545024,eBike,Electronic City,Hosur Road,,,Driver is not moving towards pickup location,,,,499,,0,,,#NAME?
2024-07-05 10:03:00,10:03:00,CNR3264754489,Driver Not Found,CID960832,eBike,Bellandur,MG Road,,,,,,,454,,0,,,#NAME?
2024-07-02 14:04:00,14:04:00,CNR6354004178,Success,CID112187,Prime SUV,Shantinagar,Kammanahalli,56.0,105.0,,,No,,242,UPI,44,4.4,4.8,#NAME?
2024-07-22 21:53:00,21:53:00,CNR4658965953,Success,CID197262,Mini,KR Puram,Shivajinagar,126.0,140.0,,,No,,663,Cash,15,4.5,5.0,#NAME?
2024-07-10 23:06:00,23:06:00,CNR7296216469,Success,CID124038,Mini,Sarjapur Road,Padmanabhanagar,147.0,135.0,,,Yes,Customer Demand,442,Cash,43,3.5,5.0,#NAME?
2024-07-07 18:49:00,18:49:00,CNR1027785146,Canceled by Driver,CID465899,Auto,Hennur,HSR Layout,,,,Personal & Car related issue,,,454,,0,,,#NAME?
2024-07-10 13:18:00,13:18:00,CNR6293456759,Driver Not Found,CID993583,Prime Plus,Yelahanka,Whitefield,,,,,,,192,,0,,,#NAME?
2024-07-13 15:00:00,15:00:00,CNR7895473510,Success,CID573911,Auto,Electronic City,Vijayanagar,210.0,125.0,,,No,,253,Cash,9,4.0,3.0,#NAME?
2024-07-08 7:56:00,7:56:00,CNR4112350664,Success,CID723639,Prime SUV,Hulimavu,Banashankari,287.0,95.0,,,No,,446,Cash,14,4.6,3.1,#NAME?
2024-07-12 23:51:00,23:51:00,CNR9735730132,Driver Not Found,CID400089,Prime Plus,Basavanagudi,Richmond Town,,,,,,,345,,0,,,#NAME?
2024-07-20 23:13:00,23:13:00,CNR7765648208,Success,CID804711,Auto,Rajajinagar,Chickpet,259.0,115.0,,,No,,361,Cash,13,3.2,3.4,#NAME?
2024-07-22 14:53:00,14:53:00,CNR5848221847,Canceled by Customer,CID684645,Mini,Kammanahalli,Majestic,,,Wrong Address,,,,418,,0,,,#NAME?
2024-07-29 23:56:00,23:56:00,CNR7431340936,Driver Not Found,CID875801,Mini,Peenya,Tumkur Road,,,,,,,475,,0,,,#NAME?
2024-07-23 22:50:00,22:50:00,CNR2569160184,Canceled by Driver,CID229671,Bike,Padmanabhanagar,Hosur Road,,,,Customer related issue,,,370,,0,,,#NAME?
2024-07-28 19:10:00,19:10:00,CNR6294714720,Canceled by Customer,CID847706,eBike,Whitefield,Hennur,,,Driver asked to cancel,,,,291,,0,,,#NAME?
2024-07-04 16:33:00,16:33:00,CNR9556051787,Success,CID124602,Prime Plus,Kadugodi,Magadi Road,308.0,115.0,,,No,,283,Cash,2,3.3,3.1,#NAME?
2024-07-21 2:10:00,2:10:00,CNR3151562230,Success,CID864144,Prime Plus,Koramangala,Yelahanka,182.0,145.0,,,Yes,Vehicle Breakdown,105,UPI,16,4.9,3.4,#NAME?
2024-07-28 3:18:00,3:18:00,CNR3888627336,Success,CID101545,Mini,Basavanagudi,Marathahalli,259.0,75.0,,,No,,1918,Cash,38,3.4,4.3,#NAME?
2024-07-30 23:11:00,23:11:00,CNR6536563208,Success,CID527863,Mini,Chamarajpet,Indiranagar,105.0,100.0,,,No,,412,Cash,22,3.9,3.4,#NAME?
2024-07-21 19:48:00,19:48:00,CNR9221369404,Success,CID153868,Prime SUV,Sahakar Nagar,Kengeri,175.0,115.0,,,No,,110,Cash,3,4.4,3.9,#NAME?
2024-07-28 9:39:00,9:39:00,CNR5701220733,Canceled by Driver,CID917125,Prime SUV,Rajajinagar,Chickpet,,,,More than permitted people in there,,,294,,0,,,#NAME?
2024-07-10 9:55:00,9:55:00,CNR7419458512,Success,CID542417,Prime SUV,Shantinagar,Marathahalli,252.0,70.0,,,No,,571,UPI,28,3.9,3.0,#NAME?
2024-07-02 21:51:00,21:51:00,CNR7587397053,Canceled by Driver,CID462242,Mini,JP Nagar,Rajarajeshwari Nagar,,,,Customer related issue,,,187,,0,,,#NAME?
2024-07-03 0:06:00,0:06:00,CNR6987499296,Success,CID819742,Prime Plus,Padmanabhanagar,Rajajinagar,63.0,60.0,,,No,,364,Cash,15,3.3,4.0,#NAME?
2024-07-21 8:54:00,8:54:00,CNR4029323577,Success,CID970067,eBike,Langford Town,Vijayanagar,161.0,65.0,,,No,,241,Cash,30,4.5,4.0,#NAME?
2024-07-23 0:45:00,0:45:00,CNR6398804130,Success,CID506447,Prime SUV,Hebbal,Frazer Town,245.0,70.0,,,No,,290,UPI,39,3.8,3.3,#NAME?
2024-07-10 18:45:00,18:45:00,CNR5457171323,Success,CID324049,Mini,Hulimavu,Rajarajeshwari Nagar,224.0,65.0,,,No,,915,Cash,22,4.6,3.5,#NAME?
2024-07-30 20:47:00,20:47:00,CNR9662064828,Canceled by Customer,CID989204,eBike,Yelahanka,MG Road,,,Driver asked to cancel,,,,746,,0,,,#NAME?
2024-07-08 10:02:00,10:02:00,CNR3107498077,Driver Not Found,CID950406,eBike,Bannerghatta Road,Shantinagar,,,,,,,427,,0,,,#NAME?
2024-07-01 21:53:00,21:53:00,CNR3952732444,Success,CID452123,Prime Plus,RT Nagar,Bannerghatta Road,42.0,75.0,,,No,,409,Cash,7,3.1,4.9,#NAME?
2024-07-20 6:22:00,6:22:00,CNR5777910597,Canceled by Driver,CID663872,Prime SUV,JP Nagar,Shantinagar,,,,More than permitted people in there,,,898,,0,,,#NAME?
2024-07-02 3:52:00,3:52:00,CNR2991513181,Success,CID992348,Auto,Hennur,Padmanabhanagar,175.0,95.0,,,No,,305,Cash,2,3.7,3.9,#NAME?
2024-07-11 7:57:00,7:57:00,CNR5940757396,Canceled by Customer,CID700861,Mini,JP Nagar,KR Puram,,,Change of plans,,,,2501,,0,,,#NAME?
2024-07-06 6:51:00,6:51:00,CNR7375877575,Success,CID348054,Prime Plus,JP Nagar,Mysore Road,112.0,110.0,,,No,,2926,UPI,43,4.5,4.1,#NAME?
2024-07-16 21:19:00,21:19:00,CNR1872080690,Canceled by Driver,CID691524,Auto,Banashankari,Kengeri,,,,Customer related issue,,,463,,0,,,#NAME?
2024-07-07 18:50:00,18:50:00,CNR8442827020,Success,CID478385,Auto,Kammanahalli,BTM Layout,133.0,130.0,,,No,,717,Cash,16,3.7,3.7,#NAME?
2024-07-13 2:03:00,2:03:00,CNR8692201198,Success,CID842293,Prime SUV,BTM Layout,Richmond Town,42.0,40.0,,,No,,214,UPI,17,4.1,3.5,#NAME?
2024-07-19 1:05:00,1:05:00,CNR3016403523,Success,CID800910,Mini,Bellandur,Peenya,161.0,100.0,,,No,,434,UPI,35,3.4,4.9,#NAME?
2024-07-20 3:01:00,3:01:00,CNR1593407677,Success,CID142070,Mini,Banashankari,Bellandur,210.0,145.0,,,No,,318,UPI,49,4.7,3.3,#NAME?
2024-07-25 6:31:00,6:31:00,CNR4313471304,Driver Not Found,CID217346,Prime Plus,Langford Town,Cox Town,,,,,,,247,,0,,,#NAME?
2024-07-13 21:48:00,21:48:00,CNR4050153436,Success,CID448471,Prime Sedan,Bellandur,Kengeri,175.0,70.0,,,No,,207,Cash,17,3.4,3.3,#NAME?
2024-07-30 11:36:00,11:36:00,CNR8141621703,Success,CID461730,eBike,Electronic City,Langford Town,287.0,125.0,,,No,,172,Cash,36,3.5,3.5,#NAME?
2024-07-23 11:05:00,11:05:00,CNR1852330795,Success,CID756591,Prime Plus,Hulimavu,Yelahanka,301.0,100.0,,,No,,108,Cash,40,3.3,4.9,#NAME?
2024-07-10 7:56:00,7:56:00,CNR3515016228,Success,CID717188,Prime Sedan,Marathahalli,Hulimavu,259.0,80.0,,,Yes,Vehicle Breakdown,230,Cash,35,4.6,4.9,#NAME?
2024-07-21 16:55:00,16:55:00,CNR6664390913,Success,CID894563,Mini,Chickpet,Chickpet,77.0,145.0,,,No,,391,UPI,37,3.5,4.9,#NAME?
2024-07-05 7:28:00,7:28:00,CNR5020910140,Canceled by Customer,CID973188,eBike,Shivajinagar,Yelahanka,,,Driver is not moving towards pickup location,,,,189,,0,,,#NAME?
